NOC,Description,Industry,Variable,Geographic Area,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,1st  5-year CAGR,2nd 5-year CAGR,10-year CAGR
#7514,"Delivery and courier service drivers								",Water transportation,Employment,British Columbia,10.31,10.38,10.44,10.48,10.52,10.61,10.67,10.7,10.78,10.84,10.92,0.60%,0.60%,0.60%
#7514,"Delivery and courier service drivers								",Truck transportation,Employment,British Columbia,517.07,529.43,540.13,548.45,554.81,564.49,574.16,582.96,589.43,595.15,601.15,1.80%,1.30%,1.50%
#7514,"Delivery and courier service drivers								",Support activities for transportation,Employment,British Columbia,79.09,81.15,82.78,83.94,85.05,86.87,88.44,89.92,91.03,92.04,93.07,1.90%,1.40%,1.60%
#7514,"Delivery and courier service drivers								","Postal service, couriers and messengers",Employment,British Columbia,2911.48,2976.71,2991.21,2994.93,3023.65,3116.74,3167.35,3207.9,3240.6,3275.79,3314.31,1.40%,1.20%,1.30%
#7514,"Delivery and courier service drivers								","Transit, sightseeing, and pipeline transportation",Employment,British Columbia,79.5,78.97,79.52,80.37,81.13,82.66,84.15,85.51,86.51,87.43,88.36,0.80%,1.30%,1.10%
#7514,"Delivery and courier service drivers								",Warehousing and storage,Employment,British Columbia,102.19,101.1,100.53,100.28,101.11,103.67,105.05,106.14,106.97,107.9,108.98,0.30%,1.00%,0.60%
#7514,"Delivery and courier service drivers								",Publishing industries,Employment,British Columbia,59.4,62.67,64.81,66.67,67.88,69.94,71.21,72.24,73.24,74.31,75.44,3.30%,1.50%,2.40%
#7514,"Delivery and courier service drivers								",Motion picture and sound recording industries,Employment,British Columbia,13.21,13.7,14.17,14.65,15.12,15.62,16.19,16.75,17.3,17.84,18.39,3.40%,3.30%,3.40%
#7514,"Delivery and courier service drivers								",Telecommunications,Employment,British Columbia,4.83,4.95,5,5.18,5.2,5.37,5.49,5.59,5.7,5.8,5.91,2.10%,1.90%,2.00%
#7514,"Delivery and courier service drivers								","Broadcasting, data processing, and information",Employment,British Columbia,26.82,28.34,29.16,29.67,30.09,30.49,30.94,31.37,31.76,32.14,32.52,2.60%,1.30%,1.90%
#7514,"Delivery and courier service drivers								",Finance,Employment,British Columbia,11.3,11.58,11.82,12.01,12.16,12.27,12.41,12.54,12.68,12.81,12.95,1.70%,1.10%,1.40%
#7514,"Delivery and courier service drivers								",Insurance carriers and related activities,Employment,British Columbia,10.15,10.29,10.42,10.53,10.65,10.77,10.89,11,11.11,11.23,11.36,1.20%,1.10%,1.10%
#7514,"Delivery and courier service drivers								",Real estate rental and leasing,Employment,British Columbia,138.91,139.1,140.06,141.2,142.66,144.31,145.74,147.16,148.54,150.02,151.64,0.80%,1.00%,0.90%
#7514,"Delivery and courier service drivers								","Architectural, engineering and related services",Employment,British Columbia,24.83,25.88,26.4,26.81,27.3,27.93,28.47,28.98,29.45,29.92,30.4,2.40%,1.70%,2.00%
#7514,"Delivery and courier service drivers								","Management, scientific and technical consulting services",Employment,British Columbia,19.36,19.91,20.34,20.71,21.11,21.4,21.71,22.03,22.31,22.59,22.89,2.00%,1.40%,1.70%
#7514,"Delivery and courier service drivers								","Legal, accounting, design, research, and advertising services",Employment,British Columbia,51.09,51.51,52.46,53.73,54.96,56.04,57.21,58.17,59.07,59.69,60.73,1.90%,1.60%,1.70%
#7514,"Delivery and courier service drivers								",Management of companies and enterprises & administrative and support,Employment,British Columbia,136.62,138.84,141.22,143.41,145.74,147.66,149.79,151.44,152.26,152.98,153.24,1.60%,0.70%,1.20%
#7514,"Delivery and courier service drivers								",Elementary and secondary schools,Employment,British Columbia,8.09,8.15,8.17,8.2,8.26,8.33,8.39,8.43,8.46,8.52,8.61,0.60%,0.70%,0.60%
#7514,"Delivery and courier service drivers								",Private and  trades education,Employment,British Columbia,20.16,20.24,20.3,20.28,20.2,20.06,20.01,19.98,20.02,20.09,20.18,-0.10%,0.10%,0.00%
#7514,"Delivery and courier service drivers								",Ambulatory health care services,Employment,British Columbia,56.45,57.61,58.91,60.23,61.52,62.85,64.26,65.72,67.25,68.84,70.47,2.20%,2.30%,2.20%
#7514,"Delivery and courier service drivers								",Hospitals,Employment,British Columbia,13.73,13.87,14.05,14.21,14.36,14.53,14.72,14.9,15.08,15.27,15.47,1.10%,1.30%,1.20%
#7514,"Delivery and courier service drivers								",Nursing and residential care facilities,Employment,British Columbia,25.11,25.91,26.82,27.73,28.57,29.45,30.4,31.4,32.5,33.67,34.92,3.20%,3.50%,3.40%
#7514,"Delivery and courier service drivers								",Social assistance,Employment,British Columbia,27,27.21,27.31,27.39,27.77,28.15,28.53,28.94,29.36,29.8,30.21,0.80%,1.40%,1.10%
#7514,"Delivery and courier service drivers								","Performing arts, spectator sports and related industries",Employment,British Columbia,19.19,19.34,19.54,19.76,20,20.29,20.64,20.95,21.23,21.48,21.74,1.10%,1.40%,1.30%
#7514,"Delivery and courier service drivers								",Heritage institutions,Employment,British Columbia,4.05,4.4,4.52,4.57,4.64,4.76,4.84,4.9,4.96,5.02,5.09,3.30%,1.30%,2.30%
#7514,"Delivery and courier service drivers								",Food services and drinking places,Employment,British Columbia,1669.16,1713.61,1749.06,1776.74,1798.75,1821.36,1848.49,1874.82,1898.71,1920.94,1943.52,1.80%,1.30%,1.50%
#7514,"Delivery and courier service drivers								","Repair, personal and non-profit services",Employment,British Columbia,341.46,348.69,354.07,357.39,361.27,364.93,368.78,372.86,375.54,377.68,379.83,1.30%,0.80%,1.10%
#7514,"Delivery and courier service drivers								",Federal government public administration,Employment,British Columbia,4.65,4.7,4.73,4.78,4.83,4.87,4.92,4.97,5.03,5.1,5.17,0.90%,1.20%,1.10%
#7514,"Delivery and courier service drivers								",Local and indigenous public administration,Employment,British Columbia,13.48,13.6,13.72,13.86,14.01,14.17,14.38,14.47,14.55,14.6,14.7,1.00%,0.70%,0.90%
#7521,"Heavy equipment operators (except crane)								",All industries,Employment,British Columbia,13191.59,13161.72,13106.33,13129,13214.42,13328.93,13457.61,13402.28,13326.09,13234.57,13157.98,0.20%,-0.30%,0.00%
#7521,"Heavy equipment operators (except crane)								",Farms,Employment,British Columbia,44.33,44.59,44.66,44.79,44.97,45.19,45.43,45.6,45.73,45.83,45.93,0.40%,0.30%,0.40%
#7521,"Heavy equipment operators (except crane)								",Forestry and logging,Employment,British Columbia,377.29,369.99,365.76,360.02,354.55,348.73,344.58,328.1,314.65,303.38,300.88,-1.60%,-2.90%,-2.20%
#7521,"Heavy equipment operators (except crane)								",Support activities for agriculture and forestry,Employment,British Columbia,81.33,79.97,78.3,76.82,76.2,75.99,75.99,75.31,74.36,73.5,72.76,-1.30%,-0.90%,-1.10%
#7521,"Heavy equipment operators (except crane)								",Oil and gas extraction,Employment,British Columbia,367.83,369.11,367.63,367.3,361.47,356.65,356.94,358.92,359.26,359.63,361.67,-0.60%,0.30%,-0.20%
#7521,"Heavy equipment operators (except crane)								",Mining     ,Employment,British Columbia,1902.59,1936.26,1960.28,1967.64,1981.68,1971.39,2014.15,2037.78,2034.23,2018.91,1986.42,0.70%,0.20%,0.40%
#7521,"Heavy equipment operators (except crane)								",Support activities for mining and oil and gas extraction,Employment,British Columbia,263.06,275.48,281.14,281.6,282.26,281.42,287.16,289.89,288.58,287.38,282.98,1.40%,0.10%,0.70%
#7521,"Heavy equipment operators (except crane)								",Utilities,Employment,British Columbia,78.8,79.53,80.17,80.58,80.88,81.11,81.39,82.14,82.16,82.1,82.04,0.60%,0.20%,0.40%
#7521,"Heavy equipment operators (except crane)								",Construction,Employment,British Columbia,7270.15,7154.24,7050.19,7049.25,7116.23,7232.04,7295.05,7213.34,7145.21,7073.08,7024.24,-0.10%,-0.60%,-0.30%
#7521,"Heavy equipment operators (except crane)								","Food, beverage and tobacco manufacturing",Employment,British Columbia,13.21,13.4,13.55,13.69,13.86,14.04,14.17,14.29,14.42,14.56,14.7,1.20%,0.90%,1.10%
#7521,"Heavy equipment operators (except crane)								",Wood product manufacturing,Employment,British Columbia,396.95,401.85,400.84,401.27,398.93,398.6,397.81,395.57,393.59,391.01,388.01,0.10%,-0.50%,-0.20%
#7521,"Heavy equipment operators (except crane)								",Paper manufacturing,Employment,British Columbia,212.25,206.56,203.45,201.61,199.92,197.18,196.47,195.35,193.77,192.42,191.5,-1.50%,-0.60%,-1.00%
#7521,"Heavy equipment operators (except crane)								",Primary metal manufacturing,Employment,British Columbia,39.52,41.44,40.78,40.61,39.76,39.99,40,39.79,39.75,39.7,39.77,0.20%,-0.10%,0.10%
#7521,"Heavy equipment operators (except crane)								",Machinery manufacturing,Employment,British Columbia,46.92,49.71,50.78,51.15,51.32,51.57,51.74,51.91,52.05,52.05,52.03,1.90%,0.20%,1.00%
#7521,"Heavy equipment operators (except crane)								",Ship and boat building,Employment,British Columbia,16.06,16.41,16.73,17.03,17.43,17.76,17.94,18.15,18.35,18.52,18.74,2.00%,1.10%,1.60%
#7521,"Heavy equipment operators (except crane)								",Transportation equipment manufacturing (excluding shipbuilding),Employment,British Columbia,3.88,4.97,5.04,4.93,4.93,5.21,5.22,5.19,5.18,5.22,5.27,6.10%,0.20%,3.10%
#7521,"Heavy equipment operators (except crane)								",Other Manufacturing,Employment,British Columbia,261.76,263.1,266.1,267.08,268.06,269.16,269.56,270.03,269.92,269.37,269.66,0.60%,0.00%,0.30%
#7521,"Heavy equipment operators (except crane)								",Wholesale trade,Employment,British Columbia,270.67,277.45,281.14,284.32,286.52,288.52,290.99,292.81,294.31,295.42,296.49,1.30%,0.50%,0.90%
#7521,"Heavy equipment operators (except crane)								",Motor vehicle and parts dealers,Employment,British Columbia,13.33,13.86,14.31,14.65,14.85,14.94,15.08,15.23,15.33,15.36,15.33,2.30%,0.50%,1.40%
#7521,"Heavy equipment operators (except crane)								",Other retail trade (excluding cars and personal care) ,Employment,British Columbia,59.14,59.77,60.01,60.34,60.74,61.15,61.5,61.77,61.95,62.11,62.3,0.70%,0.40%,0.50%
#7521,"Heavy equipment operators (except crane)								",Rail transportation,Employment,British Columbia,62.82,67.25,68.45,68.94,68.99,70.16,70.75,70.84,70.95,71.26,71.8,2.20%,0.50%,1.30%
#7521,"Heavy equipment operators (except crane)								",Water transportation,Employment,British Columbia,10.44,10.48,10.53,10.57,10.63,10.68,10.76,10.83,10.91,10.96,11.04,0.50%,0.70%,0.60%
#7521,"Heavy equipment operators (except crane)								",Truck transportation,Employment,British Columbia,160.33,163.47,166.69,168.96,170.99,172.82,174.67,176.15,177.21,178.01,178.84,1.50%,0.70%,1.10%
#7521,"Heavy equipment operators (except crane)								",Support activities for transportation,Employment,British Columbia,232.41,240.74,244.79,248.17,248.89,251.37,254.31,255.98,257.27,258.57,260.3,1.60%,0.70%,1.10%
#7521,"Heavy equipment operators (except crane)								","Transit, sightseeing, and pipeline transportation",Employment,British Columbia,16.68,16.8,17.18,17.53,17.84,18.18,18.6,19.02,19.31,19.56,19.8,1.70%,1.70%,1.70%
#7521,"Heavy equipment operators (except crane)								","Broadcasting, data processing, and information",Employment,British Columbia,15.95,17.35,18.24,18.8,19.1,19.15,19.36,19.56,19.68,19.74,19.78,3.70%,0.60%,2.20%
#7521,"Heavy equipment operators (except crane)								",Finance,Employment,British Columbia,11.3,11.58,11.82,12.01,12.16,12.27,12.41,12.54,12.68,12.81,12.95,1.70%,1.10%,1.40%
#7521,"Heavy equipment operators (except crane)								",Real estate rental and leasing,Employment,British Columbia,84.36,83.39,83.35,83.93,84.89,86.1,87.13,88.1,88.92,89.67,90.43,0.40%,1.00%,0.70%
#7521,"Heavy equipment operators (except crane)								","Architectural, engineering and related services",Employment,British Columbia,65.73,68.65,70.33,71.57,72.81,74.2,75.33,76.28,77.1,77.86,78.68,2.50%,1.20%,1.80%
#7521,"Heavy equipment operators (except crane)								","Legal, accounting, design, research, and advertising services",Employment,British Columbia,13.65,13.67,13.56,13.71,13.88,14.03,14.07,14.04,13.97,13.85,13.72,0.60%,-0.40%,0.10%
#7521,"Heavy equipment operators (except crane)								",Management of companies and enterprises & administrative and support,Employment,British Columbia,422.79,430.11,436.18,442.24,448.54,454.37,459.94,464.21,467.16,469.96,472.53,1.50%,0.80%,1.10%
#7521,"Heavy equipment operators (except crane)								",Elementary and secondary schools,Employment,British Columbia,11.03,11.09,11.18,11.3,11.44,11.57,11.7,11.81,11.93,12.07,12.2,1.00%,1.10%,1.00%
#7521,"Heavy equipment operators (except crane)								",Private and  trades education,Employment,British Columbia,17.78,17.87,18.02,18.11,18.07,17.99,17.95,17.97,18.08,18.28,18.36,0.20%,0.40%,0.30%
#7521,"Heavy equipment operators (except crane)								","Amusement, gambling and recreation industries",Employment,British Columbia,40.87,41.07,41.44,41.9,42.38,42.84,43.43,44.04,44.59,45.11,45.65,0.90%,1.30%,1.10%
#7521,"Heavy equipment operators (except crane)								",Heritage institutions,Employment,British Columbia,17.12,18.16,18.78,19.17,19.44,19.59,19.79,20.01,20.2,20.37,20.54,2.70%,1.00%,1.80%
#7521,"Heavy equipment operators (except crane)								",Accommodation services,Employment,British Columbia,11.34,11.33,11.47,11.64,11.83,11.98,12.13,12.26,12.39,12.51,12.63,1.10%,1.10%,1.10%
#7521,"Heavy equipment operators (except crane)								",Food services and drinking places,Employment,British Columbia,9.91,9.98,10.15,10.31,10.43,10.5,10.58,10.62,10.63,10.63,10.66,1.20%,0.30%,0.70%
#7521,"Heavy equipment operators (except crane)								","Repair, personal and non-profit services",Employment,British Columbia,57.3,58.64,59.67,60.37,61.1,61.72,62.28,62.83,63.16,63.42,63.68,1.50%,0.60%,1.10%
#7521,"Heavy equipment operators (except crane)								",Federal government public administration,Employment,British Columbia,13.12,13.28,13.43,13.61,13.79,14.08,14.2,14.31,14.47,14.68,14.89,1.40%,1.10%,1.30%
#7521,"Heavy equipment operators (except crane)								",Local and indigenous public administration,Employment,British Columbia,197.61,199.17,200.23,201.45,202.66,204.65,207.06,209.72,212.68,215.71,218.82,0.70%,1.30%,1.00%
#7522,"Public works maintenance equipment operators and related workers					",All industries,Employment,British Columbia,2490.66,2521.77,2554.02,2586.8,2622.53,2657.67,2689.06,2697.53,2699.77,2706.33,2716.35,1.30%,0.40%,0.90%
#7522,"Public works maintenance equipment operators and related workers					",Farms,Employment,British Columbia,6.58,6.67,6.76,6.81,6.84,6.85,6.84,6.81,6.78,6.77,6.77,0.80%,-0.20%,0.30%
#7522,"Public works maintenance equipment operators and related workers					",Forestry and logging,Employment,British Columbia,18.99,18.57,18.29,18.05,17.8,17.52,17.26,16.43,15.62,14.86,14.72,-1.60%,-3.40%,-2.50%
#7522,"Public works maintenance equipment operators and related workers					",Utilities,Employment,British Columbia,37.92,38.29,38.63,38.82,38.97,39.06,39.19,39.59,39.59,39.57,39.55,0.60%,0.20%,0.40%
#7522,"Public works maintenance equipment operators and related workers					",Construction,Employment,British Columbia,257.98,255.88,257.7,262.46,270.96,280.06,283.29,268.68,254.5,245.98,242.58,1.70%,-2.80%,-0.60%
#7522,"Public works maintenance equipment operators and related workers					",Wood product manufacturing,Employment,British Columbia,14.03,13.95,13.93,13.9,13.81,13.68,13.62,13.49,13.41,13.33,13.22,-0.50%,-0.70%,-0.60%
#7522,"Public works maintenance equipment operators and related workers					",Other Manufacturing,Employment,British Columbia,6.22,6.15,6.14,6.1,6.06,6.03,6.03,6.04,6.05,6.04,6.02,-0.60%,0.00%,-0.30%
#7522,"Public works maintenance equipment operators and related workers					",Wholesale trade,Employment,British Columbia,107.98,111.14,113.04,114.6,115.41,116.05,117.16,118.08,118.8,119.34,119.85,1.50%,0.60%,1.00%
#7522,"Public works maintenance equipment operators and related workers					",Other retail trade (excluding cars and personal care) ,Employment,British Columbia,11.6,11.63,11.67,11.73,11.8,11.87,11.99,12.09,12.16,12.21,12.25,0.50%,0.60%,0.50%
#7522,"Public works maintenance equipment operators and related workers					",Support activities for transportation,Employment,British Columbia,286.02,289.84,294.03,297.38,300.2,303.55,306.63,308.84,310.29,311.35,312.61,1.20%,0.60%,0.90%
#7522,"Public works maintenance equipment operators and related workers					","Transit, sightseeing, and pipeline transportation",Employment,British Columbia,19.34,19.23,19.03,19,18.95,19.25,19.45,19.54,19.63,19.76,19.93,-0.10%,0.70%,0.30%
#7522,"Public works maintenance equipment operators and related workers					","Architectural, engineering and related services",Employment,British Columbia,12.19,12.7,13.1,13.4,13.7,14.04,14.38,14.7,14.97,15.23,15.49,2.90%,2.00%,2.40%
#7522,"Public works maintenance equipment operators and related workers					","Legal, accounting, design, research, and advertising services",Employment,British Columbia,15.63,16,16.46,16.85,17.21,17.25,17.36,17.45,17.48,17.42,17.38,2.00%,0.20%,1.10%
#7522,"Public works maintenance equipment operators and related workers					",Management of companies and enterprises & administrative and support,Employment,British Columbia,1220.25,1241.97,1262.46,1281.44,1301.17,1318.27,1335.79,1349.12,1356.57,1363.21,1367.17,1.60%,0.70%,1.10%
#7522,"Public works maintenance equipment operators and related workers					",Universities,Employment,British Columbia,21.32,21.31,21.4,21.48,21.54,21.6,21.76,21.95,22.24,22.58,22.96,0.30%,1.20%,0.70%
#7522,"Public works maintenance equipment operators and related workers					",Nursing and residential care facilities,Employment,British Columbia,15.95,16.38,16.83,17.24,17.61,18.02,18.47,19.02,19.6,20.2,20.83,2.50%,2.90%,2.70%
#7522,"Public works maintenance equipment operators and related workers					","Amusement, gambling and recreation industries",Employment,British Columbia,15.54,15.68,15.82,16.04,16.25,16.47,16.75,17.01,17.24,17.44,17.65,1.20%,1.40%,1.30%
#7522,"Public works maintenance equipment operators and related workers					",Federal government public administration,Employment,British Columbia,9.19,9.28,9.39,9.5,9.61,9.73,9.82,9.9,10,10.14,10.27,1.10%,1.10%,1.10%
#7522,"Public works maintenance equipment operators and related workers					",Provincial and territorial public administration,Employment,British Columbia,8.61,8.68,8.75,8.83,8.91,8.98,9.06,9.15,9.24,9.31,9.39,0.80%,0.90%,0.90%
#7522,"Public works maintenance equipment operators and related workers					",Local and indigenous public administration,Employment,British Columbia,405.34,408.41,410.6,413.17,415.74,419.39,424.21,429.64,435.6,441.6,447.72,0.70%,1.30%,1.00%
#7531,"Railway yard and track maintenance workers							",All industries,Employment,British Columbia,1119.13,1152.69,1159.57,1160.06,1166.42,1194.62,1208.51,1217.84,1226,1235.57,1247.05,1.30%,0.90%,1.10%
#7531,"Railway yard and track maintenance workers							",Construction,Employment,British Columbia,39.59,38.55,37.43,36.72,36.42,36.62,36.95,37.36,37.91,38.15,38.27,-1.50%,0.90%,-0.30%
#7531,"Railway yard and track maintenance workers							",Fabricated metal product manufacturing,Employment,British Columbia,12.27,12.61,12.8,12.87,12.89,12.88,12.91,12.95,12.99,13,13.01,1.00%,0.20%,0.60%
#7531,"Railway yard and track maintenance workers							",Rail transportation,Employment,British Columbia,822.92,852.92,857.48,855.82,860.62,885.3,895.36,901.61,907,914.27,923.22,1.50%,0.80%,1.20%
#7531,"Railway yard and track maintenance workers							",Support activities for transportation,Employment,British Columbia,184.65,188.42,191.25,193.48,194.74,197.16,199.55,201.4,202.72,203.95,205.44,1.30%,0.80%,1.10%
#7531,"Railway yard and track maintenance workers							","Postal service, couriers and messengers",Employment,British Columbia,9.01,9.21,9.25,9.27,9.37,9.69,9.88,10.03,10.15,10.27,10.41,1.50%,1.40%,1.50%
#7531,"Railway yard and track maintenance workers							","Transit, sightseeing, and pipeline transportation",Employment,British Columbia,11.9,11.94,11.96,12.01,12.07,12.24,12.42,12.55,12.67,12.79,12.93,0.60%,1.10%,0.80%
#7531,"Railway yard and track maintenance workers							",Telecommunications,Employment,British Columbia,11,11.02,11.07,11.13,11.11,11.07,11.25,11.26,11.4,11.54,11.69,0.10%,1.10%,0.60%
#7531,"Railway yard and track maintenance workers							","Legal, accounting, design, research, and advertising services",Employment,British Columbia,10.27,10.32,10.52,10.8,11.08,11.35,11.64,11.9,12.15,12.32,12.58,2.00%,2.10%,2.00%
#7531,"Railway yard and track maintenance workers							",Management of companies and enterprises & administrative and support,Employment,British Columbia,9.12,9.23,9.28,9.37,9.5,9.64,9.78,9.91,10.03,10.15,10.28,1.10%,1.30%,1.20%
#7531,"Railway yard and track maintenance workers							",Local and indigenous public administration,Employment,British Columbia,8.41,8.47,8.52,8.58,8.62,8.67,8.77,8.86,8.99,9.11,9.23,0.60%,1.30%,0.90%
#7532,"Water transport deck and engine room crew							",All industries,Employment,British Columbia,1464.13,1481.7,1495.05,1505.46,1514.3,1527.41,1541.04,1551.95,1562.86,1572.36,1584.73,0.80%,0.70%,0.80%
#7532,"Water transport deck and engine room crew							",Forestry and logging,Employment,British Columbia,30.53,29.81,29.61,29.06,28.77,28.55,28.42,28.24,27.47,27.16,26.99,-1.30%,-1.10%,-1.20%
#7532,"Water transport deck and engine room crew							",Support activities for mining and oil and gas extraction,Employment,British Columbia,8.81,9.04,9.48,9.22,9.07,9.07,9.29,9.24,8.95,8.9,8.79,0.60%,-0.60%,0.00%
#7532,"Water transport deck and engine room crew							",Wood product manufacturing,Employment,British Columbia,12.13,12.17,12.1,12.03,11.98,12,11.94,11.86,11.78,11.7,11.61,-0.20%,-0.70%,-0.40%
#7532,"Water transport deck and engine room crew							",Ship and boat building,Employment,British Columbia,52.83,54.27,53.85,53.54,54.34,56.4,56.85,57.17,57.65,58.22,59.05,1.30%,0.90%,1.10%
#7532,"Water transport deck and engine room crew							",Transportation equipment manufacturing (excluding shipbuilding),Employment,British Columbia,5.35,5.46,5.35,5.22,5.19,5.35,5.35,5.32,5.3,5.31,5.32,0.00%,-0.10%,-0.10%
#7532,"Water transport deck and engine room crew							",Motor vehicle and parts dealers,Employment,British Columbia,11.02,11.45,11.77,11.98,12.16,12.35,12.49,12.62,12.76,12.91,13.03,2.30%,1.10%,1.70%
#7532,"Water transport deck and engine room crew							",Water transportation,Employment,British Columbia,944.79,952.89,959.43,964.93,968.62,973.68,980.11,984.94,991.16,995.46,1002.18,0.60%,0.60%,0.60%
#7532,"Water transport deck and engine room crew							",Support activities for transportation,Employment,British Columbia,213.59,219.42,224.37,228.1,230.92,234.51,238.55,242.24,245.12,247.69,250.29,1.90%,1.30%,1.60%
#7532,"Water transport deck and engine room crew							","Transit, sightseeing, and pipeline transportation",Employment,British Columbia,25.6,25.28,24.73,24.64,24.39,24.73,25.08,25.2,25.35,25.57,25.85,-0.70%,0.90%,0.10%
#7532,"Water transport deck and engine room crew							","Architectural, engineering and related services",Employment,British Columbia,23.31,23.8,24.31,24.76,25.28,25.83,26.33,26.78,27.19,27.56,27.92,2.10%,1.60%,1.80%
#7532,"Water transport deck and engine room crew							","Amusement, gambling and recreation industries",Employment,British Columbia,24.18,25.18,26.1,26.89,27.34,27.53,28.21,28.73,29.19,29.6,30.05,2.60%,1.80%,2.20%
#7532,"Water transport deck and engine room crew							",Accommodation services,Employment,British Columbia,11.34,11.33,11.47,11.64,11.83,11.98,12.13,12.26,12.39,12.51,12.63,1.10%,1.10%,1.10%
#7532,"Water transport deck and engine room crew							","Repair, personal and non-profit services",Employment,British Columbia,10.05,10.21,10.33,10.39,10.47,10.56,10.66,10.77,10.83,10.86,10.89,1.00%,0.60%,0.80%
#7532,"Water transport deck and engine room crew							",Federal government public administration,Employment,British Columbia,69.62,70.27,70.89,71.61,72.34,73.09,73.71,74.46,75.38,76.41,77.44,1.00%,1.20%,1.10%
#7532,"Water transport deck and engine room crew							",Provincial and territorial public administration,Employment,British Columbia,20.96,21.12,21.26,21.42,21.6,21.76,21.94,22.12,22.32,22.5,22.68,0.80%,0.80%,0.80%
#7533,"Boat and cable ferry operators and related occupations						",All industries,Employment,British Columbia,1088.2,1101.91,1114.45,1125.59,1133.84,1142.94,1155.05,1165.27,1175.08,1183.03,1192.93,1.00%,0.90%,0.90%
#7533,"Boat and cable ferry operators and related occupations						",Forestry and logging,Employment,British Columbia,13.83,13.46,13.24,13.09,13,12.92,12.77,12.7,12.19,11.79,11.64,-1.40%,-2.10%,-1.70%
#7533,"Boat and cable ferry operators and related occupations						",Construction,Employment,British Columbia,13.35,12.87,12.6,12.5,12.46,12.64,12.87,13.17,13.52,13.7,13.79,-1.10%,1.80%,0.30%
#7533,"Boat and cable ferry operators and related occupations						",Wood product manufacturing,Employment,British Columbia,28.05,27.91,27.86,27.79,27.62,27.36,27.24,26.97,26.81,26.66,26.44,-0.50%,-0.70%,-0.60%
#7533,"Boat and cable ferry operators and related occupations						",Ship and boat building,Employment,British Columbia,16.06,16.41,16.73,17.03,17.43,17.76,17.94,18.15,18.35,18.52,18.74,2.00%,1.10%,1.60%
#7533,"Boat and cable ferry operators and related occupations						",Motor vehicle and parts dealers,Employment,British Columbia,23.38,24.03,24.56,24.93,25.22,25.56,25.88,26.18,26.47,26.77,27.04,1.80%,1.10%,1.50%
#7533,"Boat and cable ferry operators and related occupations						",Water transportation,Employment,British Columbia,666.01,671.31,675.22,679.18,681.02,683.66,688.33,691.65,696.12,699.28,704.4,0.50%,0.60%,0.60%
#7533,"Boat and cable ferry operators and related occupations						",Truck transportation,Employment,British Columbia,13.57,13.45,13.53,13.62,13.79,14,14.21,14.4,14.58,14.74,14.89,0.60%,1.20%,0.90%
#7533,"Boat and cable ferry operators and related occupations						",Support activities for transportation,Employment,British Columbia,113.69,117.48,119.95,121.85,123.11,125.33,127.56,129.49,130.98,132.35,133.8,2.00%,1.30%,1.60%
#7533,"Boat and cable ferry operators and related occupations						","Transit, sightseeing, and pipeline transportation",Employment,British Columbia,86.71,89.21,92.44,94.84,97.01,98.5,100.91,103.29,105,106.51,107.78,2.60%,1.80%,2.20%
#7533,"Boat and cable ferry operators and related occupations						","Architectural, engineering and related services",Employment,British Columbia,11.12,11.1,11.22,11.36,11.58,11.78,11.94,12.09,12.21,12.33,12.43,1.20%,1.10%,1.10%
#7533,"Boat and cable ferry operators and related occupations						","Legal, accounting, design, research, and advertising services",Employment,British Columbia,5.25,5.42,5.6,5.72,5.83,5.79,5.77,5.75,5.7,5.63,5.54,2.00%,-0.90%,0.50%
#7533,"Boat and cable ferry operators and related occupations						","Amusement, gambling and recreation industries",Employment,British Columbia,44.07,44.56,45.64,46.73,47.77,48.55,49.47,50.41,51.29,52.12,52.94,2.00%,1.70%,1.90%
#7533,"Boat and cable ferry operators and related occupations						",Heritage institutions,Employment,British Columbia,12.35,12.91,13.2,13.41,13.64,13.95,14.2,14.43,14.64,14.85,15.06,2.50%,1.50%,2.00%
#7533,"Boat and cable ferry operators and related occupations						",Accommodation services,Employment,British Columbia,11.05,11.33,11.48,11.68,11.85,11.99,12.2,12.39,12.57,12.75,12.94,1.60%,1.50%,1.60%
#7533,"Boat and cable ferry operators and related occupations						",Food services and drinking places,Employment,British Columbia,8.95,9.2,9.38,9.52,9.62,9.76,9.93,10.1,10.26,10.41,10.55,1.70%,1.60%,1.70%
#7533,"Boat and cable ferry operators and related occupations						","Repair, personal and non-profit services",Employment,British Columbia,10.93,11.3,11.71,12.05,12.39,12.65,12.93,13.19,13.45,13.69,13.93,3.00%,1.90%,2.50%
#7533,"Boat and cable ferry operators and related occupations						",Federal government public administration,Employment,British Columbia,9.83,9.96,10.11,10.29,10.48,10.74,10.9,10.92,10.93,10.94,11,1.80%,0.50%,1.10%
#7534,"Air transport ramp attendants									",All industries,Employment,British Columbia,2152.6,2185.83,2221.8,2252.8,2279.81,2323.41,2365.3,2404.13,2432.79,2458.28,2484.6,1.50%,1.40%,1.40%
#7534,"Air transport ramp attendants									",Wholesale trade,Employment,British Columbia,20.93,21.85,22.25,22.68,22.6,22.59,22.82,22.97,23.09,23.2,23.33,1.50%,0.60%,1.10%
#7534,"Air transport ramp attendants									",Other retail trade (excluding cars and personal care) ,Employment,British Columbia,11.6,11.63,11.67,11.73,11.8,11.87,11.99,12.09,12.16,12.21,12.25,0.50%,0.60%,0.50%
